Transcript,SF ABF93_1-R1,SF ABF93_1-R2,SF ABF93_1-R3,SF ABF93_10-R1,SF ABF93_10-R2,SF ABF93_10-R3,SF ABF93_11-R1,SF ABF93_11-R2,SF ABF93_11-R3,SF ABF93_12-R1,SF ABF93_12-R2,SF ABF93_12-R3,SF ABF93_13-R1,SF ABF93_13-R2,SF ABF93_13-R3,SF ABF93_14-R1,SF ABF93_14-R2,SF ABF93_14-R3,SF ABF93_15-R1,SF ABF93_15-R2,SF ABF93_15-R3,SF ABF93_16-R1,SF ABF93_16-R2,SF ABF93_16-R3,SF ABF93_17-R1,SF ABF93_17-R2,SF ABF93_17-R3,SF ABF93_2-R1,SF ABF93_2-R2,SF ABF93_2-R3,SF ABF93_3-R1,SF ABF93_3-R2,SF ABF93_3-R3,SF ABF93_4-R1,SF ABF93_4-R2,SF ABF93_4-R3,SF ABF93_5-R1,SF ABF93_5-R2,SF ABF93_5-R3,SF ABF93_6-R1,SF ABF93_6-R2,SF ABF93_6-R3,SF ABF93_7-R1,SF ABF93_7-R2,SF ABF93_7-R3,SF ABF93_8-R1,SF ABF93_8-R2,SF ABF93_8-R3,SF ABF93_9-R1,SF ABF93_9-R2,SF ABF93_9-R3,ID
PAND_Tribolium_castaneum,0.8978688721995118,0.9088326520264918,0.8891321735272681,1.0186048103431886,1.0142994581233957,1.0177684824286213,0.9964566974046963,0.9990911683620117,0.9972390277909815,1.0209954051399057,1.016968659885287,1.0198928922267643,1.006593275659917,1.0060751021960264,1.0071601229521183,1.0196150457901576,1.0239612130430649,1.0252429571885795,1.0144082137085275,1.0110129606743354,1.0172984757739962,0.9992262889374781,1.0051974522292995,1.0030636625788256,0.9969720822638399,1.000336407136293,1.002903191051114,0.9846958836391292,0.9791736857115696,0.983148715023608,0.9947290300091897,0.9952520201540069,0.9962876065532212,1.0044130937668345,1.0038933992458092,1.004181893082359,1.0205816775992649,1.0213969642234686,1.019385619672339,1.0066809899546854,1.0042125677345755,1.0044777386950599,1.0050983300060208,1.005079823810882,1.0,0.9978791393351714,1.0004887663592865,0.9940950026935388,1.004778908007732,1.0026458788858257,1.0024737459200812,PAND_Tribolium_castaneum
BAPAT_Bacillus_cereus,0.873266053909039,0.881362328026841,0.8663620131405737,1.0010680636228342,1.0007396640176276,1.0009194169071236,1.0056189988350483,1.0048790798487832,1.0029933318052213,0.9995910303053174,1.0020996667304938,1.0040772034835856,1.0102492292935508,1.0078364610761053,1.0089297665940602,1.00491528539532,1.0033683906711055,1.001781210902153,0.9983814590886249,0.9980584138248075,1.0021812566945203,1.0022485684148423,1.0068948618975124,1.0080965290864397,1.0038716987616938,0.9988893566146896,1.0011886637884109,1.001241187327753,0.9982468356479812,1.0015157885504293,1.0036113757827219,1.0016422529946705,1.0026570281722498,1.0042898473273296,1.0058392917379197,1.0057342446592357,0.9982743722608401,0.9992435080522921,1.0033398341836963,1.002782217773303,1.0023449465598484,1.001854641869777,1.0020909977968162,1.0030183187317046,1.0,1.0002037199414286,0.9971122252107381,1.0018403636260722,1.0065279620280307,1.0022812044004528,1.0052913641357546,BAPAT_Bacillus_cereus
HPDH_escherichia_coli,0.8960594336439712,0.900158314084763,0.8766993790346709,1.0170925836241635,1.0123896808401764,1.014003181951509,0.9963489334488331,0.9987657573441235,0.9959811825126841,1.016577683345388,1.0239405369751287,1.0226372492034104,1.012531933366077,1.0015055263025168,1.0067353265662593,1.0192863575175686,1.0185665254587952,1.018522454108258,1.0165353258807048,1.0107490023960126,1.015142181522058,1.0035874079337246,1.00619936997556,1.0105367253909252,0.9958257085816224,0.9947464501751347,0.9937085698699848,0.9728863257861962,0.9707770219813208,0.9761982877790636,0.9902952437708821,0.9937646384215015,0.9902741874589587,1.0034382998644074,1.0049041619514403,1.0034309546393179,1.0148549832210576,1.0155187467283147,1.0128306391863842,1.0042460297834188,1.0019163692258575,1.0026396290563395,1.0061819862761816,1.0094981105632663,1.0,1.0006919202034334,0.9999784540064042,0.9965364815294523,1.0049989153550953,0.9987789787492847,1.0011088841476823,HPDH_escherichia_coli
1161525,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1161249
1141544,1.0252111792641105,1.017554991717992,1.0197377790174338,1.0050944811800253,1.003461112482785,1.0020653757576625,1.004548714132951,1.008831426519335,1.011385267997462,1.0032375249534637,1.0047700545514247,1.0070660400598068,1.003927668872487,1.0042349612808756,1.006763522761969,1.0028431569997365,1.0032257276215146,1.0046428118996877,0.9964136110874697,0.9976807007165757,1.0025150788160084,1.0037835728893942,1.001724938464274,0.999885678235636,1.0092909606876383,1.0008488461226244,1.0042731621652823,1.0132489655565657,1.0101746370283982,1.0084921127813697,1.0085949181026408,1.0036279604632081,1.0022355944043568,1.0056571015584557,1.0021184637514335,1.0027437223447366,1.0030796654164302,1.000997436327412,1.0045141648036713,1.0050012260798562,1.0076075937740423,1.0030021400921934,1.0019923446551204,0.9978551326961088,1.0,0.9987517299242414,1.0023990717185087,1.00137242295008,1.0038296386617667,1.0035035267000307,1.004175693732274,1141268
1099636,0.9929565814153946,0.9916904918504991,0.9916417602835247,1.0001657494061424,0.9888206060654972,0.9893609987922642,0.9973328002865541,1.002441234230915,1.0048911594419274,1.0047198229771512,1.0,1.0,0.9861832039980993,0.9932921153255811,0.993386784930213,1.003973019473072,0.9987596729832503,0.9955480454451349,1.0,0.998922008075783,0.9981131261424372,0.9940780282400983,1.0043703214203792,0.9916408291070857,0.9964922583542823,0.9914092765659207,1.0003855070457466,1.0100892967165787,1.0029418967629515,0.9975739749842555,0.9990222647390486,0.9959568319018565,1.005804953920734,0.9998444935346869,0.9889568682177377,0.9904650636567734,0.9960645379766343,1.0,0.995990664645807,0.998142613396339,0.9815679831742625,1.0,0.9965620965872073,1.0,1.0,0.9919977800753694,0.9725051532856095,0.9934094435568953,1.0,1.0,1.0054483133445964,1099360
1161535,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1161259
1181118,1.028700348326843,1.030078360134906,1.0266901951200378,1.0032727427684014,1.0026809568250248,1.0063713644461667,1.013164909040779,1.007992355604371,1.0100772933962956,1.008943389762301,0.9979043383807756,1.003989263755637,0.9969586661364959,1.0099034545116412,1.0083631742641692,0.9994429253923582,1.0035857092019753,1.0026380615158246,1.0001622684394096,1.0022610343244314,1.0018168421094222,1.0008581883899896,1.0043479475582269,1.0007046683360092,1.0044540570073017,1.0037629345584085,1.0073960543652893,1.0204407436579146,1.02184246076843,1.0214383418028055,1.0131079034325,1.010018312346145,1.009892166272378,1.0044520815654305,1.0036184450958388,1.0023640395077087,1.001379140631989,1.0028135936363682,0.9982768502764632,1.0000677294355795,1.0034369866496817,1.0006462516978218,1.0018586085946963,0.9981890842161915,1.0,0.9993258099100019,1.0030681434317548,1.0005579212255868,1.0040414718622295,1.0086081290561821,1.0091135599691945,1180842
1099645,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1099369
1156078,1.0160899747247387,1.0144885059216235,1.0168025648286592,0.9987820905658646,0.9954524358498504,0.9959577551800652,1.003695244421504,1.007706197241223,0.996230398350261,1.0013824248016057,0.997201689644083,1.0010202431357436,1.0043449407032086,0.9980688808183757,1.0002134672093919,0.9992257553610012,0.9972153218025926,0.9977773385193367,0.9909965789478575,0.9957154745447322,0.9959252238927124,0.9946946117654202,0.999132499003923,1.004437267594934,1.0050222111237175,0.9983560856124339,1.0039124294923074,1.003219667982583,0.994838678895126,0.999875451642706,1.0019212048845263,0.9962973198556725,1.006531353035107,1.0035545853314256,0.9989670541710997,0.993763597303559,0.997259316495965,0.9771912300606443,1.0006118980240186,0.9988648129822761,1.0039650991956408,1.0002837967544307,0.9970018545932009,0.9950964506196744,1.0,0.9967605034232206,1.0041014207807384,0.9993589787282559,1.000860375095038,1.0002698547741369,0.9979471208571403,1155802
