rxn,0
r10,-0.6364073697405755
r24a,-0.5861016569074072
r43,-0.5679505796484728
r42,-0.5679505796484728
r259,-0.5668248009769515
r18,-0.5473897935607948
r13a,-0.492105783515695
r44,-0.4780474509223556
r28,-0.34706726789538583
r27,-0.34706726789538583
r56a,-0.33609540678644734
r25,-0.3107856076889487
r258m,-0.2713009921664311
r243,-0.16094996687630223
r8,-0.15235593352517057
r7,-0.15235593352517057
r95,-0.09385701538525783
r124,-0.0871828181216512
r127,-0.0871828181216512
r16a,-0.044873674374122194
r15,-0.03782365556595854
r12a,-0.024226734336729158
r17,-0.023905441127450053
r47,0.016086786411035368
r14,0.017803434408553774
r26,0.024282024230381657
BAPAT,0.07407931615788531
r22,0.10796464207910342
r258,0.1437859782455528
r5a,0.1754155965975334
r23,0.20395243811959288
r29a,0.24157470772031955
r2144,0.2496458087224206
r2142,0.2496458087224206
r2143,0.2496458087224206
r64,0.2954826157879147
r19,0.3349551580008301
PAND,0.7774558634841382
